#{"t_start": 1774279009.95746, "env_id": "None"}
r,l,t
9.005727,45,2630.326932
8.024714,95,2632.736748
5.75691,148,2636.279326
-3.267539,150,2640.192647
7.387357,89,2642.186853
7.686246,48,2643.163952
-3.746498,150,2646.614113
8.737643,45,2647.799639
-4.837408,150,2651.516046
5.092102,67,2653.349645
-4.784509,150,2657.396826
10.275026,58,2658.971323
8.448267,65,2660.481286
-3.881263,150,2666.700718
6.113929,142,2670.090625
7.578118,102,2672.459867
9.407071,57,2673.604579
7.347588,136,2676.984348
-3.58305,150,2680.440549
12.066626,48,2681.61839
-6.66552,150,2685.398891
-4.506492,150,2688.87424
5.980939,136,2692.074481
-5.052135,150,2695.454637
-3.673809,150,2699.330549
9.808167,84,2701.369333
-8.521617,150,2704.746802
-5.008284,150,2708.424754
-1.482265,150,2712.325054
-4.236306,150,2718.515138
-4.715671,150,2722.462088
9.678104,126,2725.488212
-3.206196,150,2729.22752
11.397345,47,2730.506276
7.553183,131,2733.504412
-2.82245,150,2737.274287
6.897736,139,2740.74679
5.502881,116,2743.627394
7.741052,145,2747.204785
8.628966,77,2749.118841
-4.71718,150,2753.061803
-1.645193,150,2757.132837
7.872646,77,2759.074565
7.230504,129,2762.22153
-4.953218,150,2765.831781
-4.282598,150,2771.854059
7.25669,91,2774.254206
-4.17332,150,2778.08642
-1.482264,150,2781.992841
4.894334,105,2784.754431
-6.162252,150,2788.657228
11.583765,61,2790.203669
-3.714674,150,2793.972491
5.902279,101,2796.447329
9.578146,79,2798.287905
7.369507,73,2800.190447
6.653046,143,2803.731561
-4.340592,150,2807.422959
-3.391523,150,2811.299798
8.569815,123,2814.563458
-3.843763,150,2818.380645
-4.277117,150,2822.000906
-3.951574,150,2828.08275
-3.462377,150,2831.61657
7.387513,139,2835.311295
7.247764,116,2838.310596
-4.522463,150,2842.225148
4.759616,128,2845.496249
-3.729629,150,2849.013949
-4.54728,150,2852.739699
-1.975921,150,2856.364771
-4.725098,150,2860.04038
-2.013873,150,2863.533731
-4.682931,150,2867.188013
-3.279393,150,2870.770699
-4.761524,150,2874.56365
-4.011658,150,2880.741215
-4.037335,150,2884.506424
-2.635805,150,2888.374363
-6.897338,150,2891.896866
8.248795,89,2894.010933
8.686999,97,2896.288383
-2.597871,150,2900.054799
8.22541,133,2903.417186
6.015016,113,2906.398351
-5.778225,150,2910.253049
-1.740841,150,2913.985459
-6.221363,150,2917.676387
-2.396224,150,2921.150654
-5.422221,150,2924.807415
-3.545052,150,2930.762378
7.501257,145,2934.104932
-3.376527,150,2937.948539
-5.503079,150,2941.920795
-5.027136,150,2945.828791
-2.762943,150,2949.514602
-5.141226,150,2953.464406
3.320328,131,2956.655448
-2.705367,150,2960.445146
-3.570537,150,2964.157255
9.941966,29,2964.83181
-3.056912,150,2968.636599
-3.430332,150,2972.436875
11.354099,62,2974.115935
-3.704436,150,2977.843852
-4.532807,150,2981.509429
-3.591467,150,2987.733566
9.400038,89,2989.916687
-3.72636,150,2993.699517
8.957848,91,2995.923765
-4.17219,150,2999.539684
6.753491,131,3002.41063
-3.813668,150,3006.180153
8.598405,83,3008.304391
8.327893,61,3009.68443
-4.088028,150,3013.538947
-5.742076,150,3017.097432
7.886479,127,3020.363414
-2.597207,150,3024.164104
10.353907,66,3025.946465
-3.273273,150,3029.877426
-2.915927,150,3033.716955
8.47728,100,3038.713226
9.086499,127,3041.844719
8.306222,134,3045.065073
-2.691913,150,3048.803598
7.688866,123,3052.086065
-3.810933,150,3055.909002
8.402487,143,3059.669714
5.490744,110,3062.57062
8.795575,101,3065.124609
-2.758275,150,3069.13091
-3.276086,150,3073.066883
9.810518,36,3073.924763
8.701407,81,3075.773035
-5.407629,150,3079.371216
-3.455822,150,3082.956988
-3.391751,150,3086.885954
7.19644,142,3092.866389
8.273876,132,3096.3744
-5.352365,150,3100.108889
-3.209687,150,3103.959769
-4.091155,150,3107.745745
-1.914696,150,3111.216158
-3.48198,150,3115.206322
-4.011993,150,3118.909303
7.827704,148,3122.468297
-5.087131,150,3126.253895
8.911893,78,3128.261799
-4.485539,150,3132.172227
-4.711175,150,3135.878338
-4.48599,150,3139.86547
-4.781069,150,3143.367088
-2.726546,150,3149.644577
-3.197726,150,3153.448725
-3.622994,150,3157.29845
-8.453992,150,3161.202959
-3.500278,150,3164.833631
-3.079623,150,3168.613669
8.11156,102,3171.232215
-3.276344,150,3175.175433
-4.251539,150,3179.342239
-6.945134,150,3183.059619
8.138216,74,3184.904758
-2.797239,150,3188.811634
-3.926678,150,3192.676727
-6.992335,150,3196.614578
-4.297412,150,3203.239163
7.126523,132,3206.249893
-2.865622,150,3210.245286
-1.016221,150,3214.108029
5.131846,135,3217.590644
-3.042157,150,3221.476127
-4.258088,150,3225.210778
-5.340463,150,3229.410945
7.873818,119,3232.558559
9.959459,62,3234.308707
8.84515,132,3237.626892
-2.905945,150,3241.658571
-6.614154,150,3245.569791
-5.912473,150,3249.397001
-9.201515,150,3253.303518
9.593254,90,3258.13642
-2.577472,150,3262.281105
-3.14995,150,3266.423579
-2.521059,150,3270.19016
9.389685,46,3271.516827
10.388927,55,3272.988981
-2.425774,150,3276.904831
-2.190629,150,3280.685478
5.925073,134,3283.939297
-3.182303,150,3287.533283
7.308121,134,3290.982392
-6.174388,150,3294.742139
7.967591,103,3297.414926
-5.188016,150,3301.099782
11.82197,50,3302.455649
10.234122,46,3303.699897
-3.134962,150,3307.541243
-3.454245,150,3313.973767
-2.908292,150,3317.927165
8.096566,146,3321.825706
-2.00972,150,3325.998198
9.256958,57,3327.646095
-4.336258,150,3331.079276
8.96814,96,3333.415582
-4.817761,150,3337.320058
-4.166246,150,3341.108544
-1.360174,150,3344.858094
7.116997,112,3347.779542
-3.677582,150,3351.669332
9.689874,58,3353.105179
9.990825,86,3355.374909
7.050855,133,3358.782698
-2.109549,150,3362.419899
12.367717,49,3363.745014
-3.32756,150,3369.854802
-3.523354,150,3373.645006
-1.714309,150,3377.355117
9.828805,82,3379.399104
8.213535,103,3382.019551
9.32464,120,3385.10721
-4.454353,150,3388.972413
7.456383,78,3390.783039
-2.638599,150,3394.186043
9.044003,87,3396.462761
-2.699605,150,3400.505872
8.147459,95,3402.851305
-3.427651,150,3406.626734
9.453592,54,3408.043722
-1.654373,150,3411.767856
9.027021,107,3414.59087
-3.813795,150,3418.297426
-4.143099,150,3424.649946
10.673545,51,3426.073742
10.787856,91,3428.610541
9.99792,73,3430.612207
-3.51921,150,3434.597014
-2.706092,150,3438.213004
-5.124258,150,3442.410878
-1.173411,150,3446.408455
9.872656,58,3447.929909
-2.852771,150,3451.872884
-3.561776,150,3455.59128
-5.280721,150,3459.335163
-2.988862,150,3463.063895
8.127978,42,3464.131119
9.854223,48,3465.561716
4.621204,128,3468.95869
-5.591353,150,3472.695192
9.976215,72,3474.610173
-7.949691,120,3480.04223
