#{"t_start": 1774195295.0941722, "env_id": "None"}
r,l,t
-5.188429,150,1518.203588
-3.371076,150,1521.477737
-3.150081,150,1524.772582
-3.848471,150,1527.455842
-5.408058,150,1530.222233
-4.795482,150,1533.196777
-4.142116,150,1536.513173
-6.979232,150,1539.816031
-3.166338,150,1545.386093
-7.114961,150,1548.844523
-3.167349,150,1552.079499
-4.425859,150,1555.535385
-4.744488,150,1558.745059
-6.858946,150,1562.172683
-4.592278,150,1565.387003
-7.959555,150,1568.216378
-3.805335,150,1570.839668
-2.659555,150,1573.948541
-5.82904,150,1577.453614
-2.985715,150,1580.938108
-7.279494,150,1584.229914
-2.731772,150,1589.59981
-4.591026,150,1592.654327
-3.203623,150,1596.080268
-3.503237,150,1599.497249
-3.964629,150,1602.798814
-5.832164,150,1605.635711
-4.021151,150,1608.611308
-2.943167,150,1611.566108
-3.893324,150,1614.60649
-4.058631,150,1618.182024
-4.771425,150,1621.449028
-3.035052,150,1624.636165
-3.275546,150,1627.982571
-4.502761,150,1631.311593
-6.086566,150,1636.799679
8.779368,106,1638.892616
-2.797132,150,1642.052699
-2.826806,150,1645.238926
-3.374346,150,1647.887383
9.174514,129,1650.294442
-7.450381,150,1652.851188
-3.497761,150,1656.288821
-2.882694,150,1659.788798
-4.015201,150,1663.67268
9.357473,76,1665.335639
8.516775,134,1668.272423
-4.064714,150,1671.703673
-5.480395,150,1674.983996
-2.824465,150,1678.08596
-5.4334,150,1683.676754
-5.76848,150,1686.794544
-2.836312,150,1689.803843
-3.086837,150,1692.774252
-4.571659,150,1695.87427
-4.248653,150,1699.092564
-2.509076,150,1702.245433
-6.484845,150,1705.359823
-7.173122,150,1708.812913
-6.804632,150,1712.233919
8.003657,106,1714.274343
-6.82102,150,1717.513513
-1.680751,150,1721.0314
-3.58097,150,1724.103412
-6.09347,150,1729.048854
-3.992942,150,1732.059024
-6.676091,150,1735.298054
9.044493,76,1737.146075
-3.344672,150,1740.479388
-3.670531,150,1743.983595
-3.151324,150,1747.563569
-3.648101,150,1750.626265
-4.034622,150,1754.17133
-5.621699,150,1757.858549
-4.54457,150,1761.234426
-1.85349,150,1764.442414
-3.834867,150,1767.324601
-7.126502,150,1770.203091
-4.141488,150,1775.585742
-3.801699,150,1779.040588
-7.689769,150,1782.244553
-6.636796,150,1785.779212
-5.10425,150,1788.860534
-6.851739,150,1792.048021
-4.10543,150,1795.435383
-3.531007,150,1798.690395
8.010613,147,1802.022625
10.379432,70,1803.589421
-4.166969,150,1806.53688
-3.317065,150,1809.49926
-2.221358,150,1812.644307
-6.370471,150,1815.920526
-3.986354,150,1821.404736
-3.544984,150,1824.865991
-5.238099,150,1828.177494
-3.283838,150,1831.413733
-1.35366,150,1834.759498
-4.702952,150,1837.719602
-3.931969,150,1840.702964
-5.067671,150,1843.515155
-3.35615,150,1846.442072
-4.395611,150,1848.926494
-5.964595,150,1851.997278
-4.739722,150,1854.961559
-2.664993,150,1857.988874
-4.672966,150,1861.140631
-3.093053,150,1866.657283
-4.382162,150,1869.802434
-6.142719,150,1872.874699
-4.47425,150,1876.017119
-6.889844,150,1878.687196
-5.137093,150,1881.736111
9.125166,90,1883.445206
